,UF,Tem Celular,Tem Rádio,Tem Televisão em Cores,RM domiciliar per capita,Regiao
57867,29,Sim,Sim,Sim,10.0,NE
57869,29,Sim,Sim,Não,77.0,NE
57870,29,Sim,Sim,Sim,29.0,NE
57872,29,Sim,Não,Sim,718.0,NE
57873,29,Não,Não,Não,394.0,NE
57874,29,Sim,Sim,Sim,149.0,NE
57875,29,Sim,Sim,Sim,220.0,NE
57876,29,Sim,Sim,Sim,100.0,NE
57878,29,Sim,Sim,Sim,110.0,NE
57879,29,Sim,Sim,Sim,599.0,NE
57882,29,Não,Não,Não,788.0,NE
57883,29,Sim,Não,Sim,778.0,NE
57884,29,Sim,Sim,Sim,788.0,NE
57886,29,Sim,Sim,Sim,485.0,NE
57888,29,Não,Sim,Sim,1576.0,NE
57889,29,Sim,Sim,Sim,287.0,NE
57890,29,Sim,Não,Sim,338.0,NE
57891,29,Não,Sim,Sim,100.0,NE
57892,29,Sim,Sim,Sim,788.0,NE
57893,29,Não,Sim,Sim,778.0,NE
57894,29,Sim,Sim,Sim,429.0,NE
57896,29,Sim,Não,Sim,10150.0,NE
57898,29,Sim,Não,Sim,537.0,NE
57899,29,Sim,Sim,Sim,788.0,NE
57901,29,Sim,Sim,Sim,1200.0,NE
57902,29,Sim,Sim,Sim,1576.0,NE
57903,29,Sim,Sim,Sim,1150.0,NE
57904,29,Sim,Sim,Sim,77.0,NE
57905,29,Sim,Sim,Sim,100.0,NE
57907,29,Sim,Sim,Sim,66.0,NE
57908,29,Sim,Sim,Não,700.0,NE
57909,29,Sim,Sim,Sim,850.0,NE
57912,29,Sim,Sim,Sim,170.0,NE
57913,29,Sim,Sim,Sim,525.0,NE
57914,29,Sim,Não,Sim,197.0,NE
57915,29,Sim,Sim,Sim,644.0,NE
57916,29,Sim,Sim,Sim,133.0,NE
57917,29,Sim,Sim,Sim,211.0,NE
57918,29,Sim,Sim,Sim,1576.0,NE
57919,29,Sim,Não,Não,300.0,NE
57921,29,Sim,Não,Sim,193.0,NE
57923,29,Sim,Não,Sim,107.0,NE
57925,29,Sim,Sim,Sim,794.0,NE
57927,29,Sim,Sim,Sim,592.0,NE
57929,29,Sim,Sim,Sim,150.0,NE
57930,29,Sim,Sim,Sim,118.0,NE
57931,29,Sim,Sim,Sim,788.0,NE
57932,29,Não,Sim,Sim,788.0,NE
57933,29,Sim,Sim,Sim,1576.0,NE
57934,29,Sim,Sim,Sim,186.0,NE
57935,29,Sim,Sim,Sim,550.0,NE
57937,29,Não,Sim,Sim,347.0,NE
57938,29,Não,Não,Sim,888.0,NE
57939,29,Não,Sim,Sim,788.0,NE
57940,29,Sim,Sim,Sim,788.0,NE
57941,29,Sim,Sim,Sim,788.0,NE
57942,29,Sim,Sim,Sim,1035.0,NE
57943,29,Sim,Sim,Sim,345.0,NE
57947,29,Não,Sim,Sim,788.0,NE
57948,29,Sim,Não,Sim,444.0,NE
57949,29,Sim,Sim,Sim,220.0,NE
57950,29,Sim,Sim,Sim,204.0,NE
57951,29,Sim,Sim,Sim,1128.0,NE
57952,29,Sim,Sim,Sim,938.0,NE
57953,29,Sim,Sim,Sim,1028.0,NE
57954,29,Sim,Não,Sim,788.0,NE
57955,29,Sim,Sim,Sim,880.0,NE
57956,29,Não,Não,Sim,634.0,NE
57957,29,Sim,Sim,Sim,130.0,NE
57958,29,Sim,Sim,Não,415.0,NE
57959,29,Sim,Não,Sim,1097.0,NE
57960,29,Sim,Sim,Sim,132.0,NE
57963,29,Sim,Sim,Não,137.0,NE
57965,29,Sim,Sim,Sim,540.0,NE
57966,29,Sim,Sim,Sim,89.0,NE
57967,29,Sim,Sim,Sim,519.0,NE
57969,29,Sim,Não,Sim,921.0,NE
57970,29,Sim,Não,Sim,784.0,NE
57971,29,Sim,Não,Não,166.0,NE
57972,29,Sim,Não,Sim,143.0,NE
57974,29,Não,Não,Sim,330.0,NE
57975,29,Sim,Sim,Sim,597.0,NE
57977,29,Sim,Não,Sim,400.0,NE
57978,29,Sim,Não,Sim,466.0,NE
57980,29,Sim,Sim,Sim,419.0,NE
57981,29,Sim,Não,Não,520.0,NE
57983,29,Sim,Não,Sim,306.0,NE
57984,29,Sim,Sim,Sim,394.0,NE
57985,29,Sim,Sim,Sim,160.0,NE
57986,29,Sim,Sim,Sim,525.0,NE
57987,29,Sim,Sim,Sim,795.0,NE
57990,29,Sim,Não,Sim,2000.0,NE
57991,29,Sim,Sim,Sim,1161.0,NE
57992,29,Sim,Sim,Sim,1743.0,NE
57995,29,Sim,Sim,Sim,254.0,NE
57996,29,Sim,Sim,Sim,250.0,NE
57997,29,Sim,Sim,Sim,1250.0,NE
58000,29,Sim,Não,Sim,156.0,NE
58001,29,Sim,Sim,Sim,478.0,NE
58002,29,Sim,Sim,Sim,543.0,NE
58003,29,Não,Não,Não,877.0,NE
58012,29,Sim,Sim,Sim,146.0,NE
58013,29,Sim,Sim,Sim,541.0,NE
58014,29,Sim,Sim,Sim,700.0,NE
58015,29,Sim,Sim,Sim,1576.0,NE
58016,29,Não,Não,Sim,595.0,NE
58017,29,Sim,Sim,Sim,788.0,NE
58019,29,Sim,Sim,Sim,788.0,NE
58021,29,Não,Não,Sim,296.0,NE
58022,29,Sim,Sim,Sim,1576.0,NE
58023,29,Sim,Sim,Sim,617.0,NE
58024,29,Sim,Sim,Sim,750.0,NE
58026,29,Sim,Sim,Sim,525.0,NE
58027,29,Sim,Sim,Sim,800.0,NE
58029,29,Sim,Sim,Sim,788.0,NE
58030,29,Sim,Sim,Sim,525.0,NE
58033,29,Sim,Sim,Sim,2150.0,NE
58034,29,Sim,Sim,Sim,252.0,NE
58035,29,Sim,Sim,Sim,788.0,NE
58036,29,Sim,Não,Sim,322.0,NE
58037,29,Sim,Sim,Sim,197.0,NE
58038,29,Não,Sim,Sim,788.0,NE
58039,29,Não,Não,Não,1576.0,NE
58040,29,Sim,Não,Sim,104.0,NE
58041,29,Sim,Sim,Sim,79.0,NE
58042,29,Sim,Sim,Sim,788.0,NE
58043,29,Sim,Não,Sim,658.0,NE
58044,29,Sim,Não,Sim,82.0,NE
58045,29,Sim,Sim,Sim,50.0,NE
58046,29,Não,Sim,Sim,788.0,NE
58048,29,Sim,Não,Sim,694.0,NE
58049,29,Sim,Não,Sim,1182.0,NE
58050,29,Sim,Sim,Sim,788.0,NE
58051,29,Sim,Sim,Sim,358.0,NE
58053,29,Sim,Sim,Sim,394.0,NE
58055,29,Sim,Sim,Sim,855.0,NE
58058,29,Sim,Sim,Sim,152.0,NE
58059,29,Sim,Sim,Sim,120.0,NE
58062,29,Não,Sim,Sim,788.0,NE
58063,29,Sim,Não,Sim,151.0,NE
58065,29,Sim,Sim,Sim,394.0,NE
58070,29,Sim,Não,Sim,370.0,NE
58071,29,Sim,Não,Sim,1687.0,NE
58073,29,Sim,Não,Sim,106.0,NE
58074,29,Não,Sim,Sim,87.0,NE
58077,29,Sim,Sim,Sim,90.0,NE
58078,29,Sim,Não,Sim,875.0,NE
58079,29,Sim,Sim,Sim,788.0,NE
58080,29,Sim,Sim,Sim,463.0,NE
58083,29,Sim,Sim,Sim,1347.0,NE
58086,29,Sim,Sim,Sim,444.0,NE
58087,29,Sim,Não,Sim,453.0,NE
58088,29,Sim,Não,Sim,155.0,NE
58090,29,Não,Não,Sim,786.0,NE
58092,29,Sim,Sim,Sim,429.0,NE
58093,29,Sim,Não,Sim,786.0,NE
58094,29,Sim,Não,Sim,433.0,NE
58095,29,Sim,Não,Sim,666.0,NE
58096,29,Sim,Não,Sim,227.0,NE
58098,29,Não,Sim,Sim,443.0,NE
58099,29,Sim,Não,Sim,393.0,NE
58100,29,Sim,Não,Sim,1572.0,NE
58103,29,Sim,Não,Sim,262.0,NE
58104,29,Sim,Não,Sim,906.0,NE
58105,29,Sim,Sim,Sim,1572.0,NE
58106,29,Sim,Não,Sim,250.0,NE
58107,29,Não,Sim,Sim,786.0,NE
58108,29,Sim,Não,Sim,797.0,NE
58109,29,Sim,Não,Sim,123.0,NE
58110,29,Sim,Não,Sim,503.0,NE
58111,29,Sim,Não,Sim,273.0,NE
58112,29,Sim,Sim,Sim,744.0,NE
58113,29,Sim,Não,Sim,220.0,NE
58115,29,Sim,Não,Sim,788.0,NE
58116,29,Sim,Não,Sim,268.0,NE
58119,29,Sim,Não,Sim,1650.0,NE
58121,29,Sim,Não,Sim,667.0,NE
58123,29,Não,Não,Sim,75.0,NE
58124,29,Sim,Não,Sim,458.0,NE
58125,29,Sim,Não,Sim,394.0,NE
58126,29,Sim,Sim,Sim,96.0,NE
58129,29,Sim,Sim,Sim,788.0,NE
58130,29,Sim,Sim,Sim,395.0,NE
58131,29,Sim,Sim,Sim,240.0,NE
58132,29,Sim,Não,Sim,302.0,NE
58134,29,Sim,Sim,Sim,421.0,NE
58141,29,Sim,Sim,Sim,183.0,NE
58142,29,Sim,Sim,Sim,299.0,NE
58144,29,Sim,Não,Sim,262.0,NE
58146,29,Sim,Sim,Sim,246.0,NE
58147,29,Sim,Sim,Sim,540.0,NE
58148,29,Sim,Não,Sim,504.0,NE
58149,29,Sim,Sim,Sim,430.0,NE
58150,29,Sim,Sim,Sim,791.0,NE
58152,29,Sim,Não,Sim,716.0,NE
58153,29,Não,Sim,Sim,788.0,NE
58155,29,Não,Sim,Sim,166.0,NE
58156,29,Sim,Não,Sim,454.0,NE
58158,29,Não,Sim,Sim,900.0,NE
58160,29,Não,Sim,Sim,788.0,NE
58162,29,Sim,Não,Sim,394.0,NE
58165,29,Não,Sim,Sim,1576.0,NE
58166,29,Sim,Sim,Sim,400.0,NE
58167,29,Sim,Sim,Sim,575.0,NE
58168,29,Não,Sim,Sim,183.0,NE
58169,29,Sim,Sim,Sim,162.0,NE
58171,29,Não,Sim,Sim,525.0,NE
58172,29,Não,Sim,Sim,237.0,NE
58174,29,Sim,Não,Sim,389.0,NE
58176,29,Sim,Sim,Sim,161.0,NE
58177,29,Não,Sim,Sim,525.0,NE
58178,29,Sim,Sim,Sim,525.0,NE
58179,29,Sim,Sim,Sim,112.0,NE
58182,29,Sim,Sim,Sim,278.0,NE
58184,29,Sim,Sim,Sim,591.0,NE
58185,29,Não,Sim,Sim,780.0,NE
58188,29,Sim,Sim,Sim,880.0,NE
58190,29,Sim,Não,Sim,1806.0,NE
58191,29,Sim,Não,Sim,322.0,NE
58192,29,Sim,Não,Sim,320.0,NE
58194,29,Não,Não,Sim,86.0,NE
58196,29,Não,Sim,Sim,1188.0,NE
58197,29,Sim,Não,Sim,258.0,NE
58198,29,Sim,Não,Sim,455.0,NE
58199,29,Não,Não,Não,0.0,NE
58204,29,Não,Sim,Sim,404.0,NE
58205,29,Sim,Sim,Sim,67.0,NE
58206,29,Não,Sim,Sim,788.0,NE
58207,29,Não,Sim,Sim,788.0,NE
58208,29,Sim,Não,Sim,277.0,NE
58209,29,Sim,Não,Sim,156.0,NE
58210,29,Não,Não,Sim,430.0,NE
58211,29,Não,Sim,Sim,298.0,NE
58212,29,Não,Sim,Sim,92.0,NE
58214,29,Sim,Não,Não,425.0,NE
58215,29,Sim,Sim,Sim,694.0,NE
58216,29,Não,Sim,Sim,1576.0,NE
58217,29,Sim,Sim,Sim,330.0,NE
58218,29,Sim,Sim,Sim,650.0,NE
58219,29,Sim,Sim,Sim,106.0,NE
58220,29,Não,Sim,Sim,1576.0,NE
58221,29,Não,Sim,Sim,366.0,NE
58222,29,Não,Não,Não,160.0,NE
58224,29,Sim,Sim,Sim,342.0,NE
58225,29,Sim,Sim,Sim,600.0,NE
58230,29,Não,Sim,Sim,284.0,NE
58235,29,Sim,Sim,Sim,56.0,NE
58236,29,Sim,Sim,Sim,262.0,NE
58237,29,Não,Sim,Sim,209.0,NE
58240,29,Sim,Sim,Sim,77.0,NE
58243,29,Sim,Não,Sim,413.0,NE
58244,29,Sim,Não,Sim,83.0,NE
58246,29,Sim,Sim,Sim,289.0,NE
58247,29,Sim,Não,Sim,126.0,NE
58248,29,Sim,Sim,Sim,1288.0,NE
58249,29,Sim,Sim,Sim,296.0,NE
58252,29,Sim,Sim,Sim,766.0,NE
58253,29,Sim,Sim,Sim,525.0,NE
58255,29,Não,Sim,Sim,788.0,NE
58256,29,Sim,Sim,Sim,259.0,NE
58257,29,Não,Não,Não,788.0,NE
58259,29,Sim,Sim,Não,1576.0,NE
58262,29,Sim,Sim,Sim,725.0,NE
58264,29,Não,Sim,Sim,133.0,NE
58266,29,Não,Sim,Sim,441.0,NE
58267,29,Não,Não,Sim,92.0,NE
58268,29,Não,Sim,Não,469.0,NE
58272,29,Não,Sim,Não,940.0,NE
58274,29,Não,Sim,Sim,2788.0,NE
58275,29,Não,Sim,Não,788.0,NE
58279,29,Sim,Não,Sim,434.0,NE
58280,29,Sim,Sim,Sim,109.0,NE
58281,29,Não,Não,Sim,788.0,NE
58282,29,Sim,Não,Sim,788.0,NE
58284,29,Sim,Sim,Sim,913.0,NE
58285,29,Sim,Sim,Sim,155.0,NE
58287,29,Sim,Sim,Sim,252.0,NE
58288,29,Sim,Sim,Sim,224.0,NE
58289,29,Não,Sim,Sim,161.0,NE
58290,29,Não,Sim,Sim,250.0,NE
58291,29,Sim,Sim,Não,394.0,NE
58293,29,Sim,Sim,Não,255.0,NE
58296,29,Não,Não,Sim,570.0,NE
58297,29,Sim,Sim,Não,200.0,NE
58300,29,Não,Sim,Sim,788.0,NE
58301,29,Não,Sim,Sim,788.0,NE
58302,29,Não,Não,Não,644.0,NE
58305,29,Sim,Sim,Sim,747.0,NE
58307,29,Não,Não,Sim,591.0,NE
58308,29,Não,Sim,Sim,788.0,NE
58309,29,Não,Sim,Sim,1358.0,NE
58310,29,Não,Sim,Sim,394.0,NE
58311,29,Sim,Não,Sim,1041.0,NE
58312,29,Não,Não,Sim,594.0,NE
58313,29,Não,Sim,Sim,1500.0,NE
58314,29,Não,Sim,Sim,187.0,NE
58315,29,Não,Sim,Sim,125.0,NE
58316,29,Não,Sim,Sim,422.0,NE
58317,29,Sim,Sim,Sim,788.0,NE
58318,29,Sim,Sim,Sim,837.0,NE
58320,29,Sim,Sim,Sim,200.0,NE
58321,29,Sim,Sim,Sim,104.0,NE
58322,29,Não,Sim,Sim,788.0,NE
58323,29,Sim,Sim,Sim,825.0,NE
58324,29,Sim,Sim,Sim,180.0,NE
58326,29,Sim,Sim,Sim,37.0,NE
58327,29,Sim,Sim,Sim,425.0,NE
58328,29,Sim,Não,Sim,352.0,NE
58329,29,Sim,Sim,Sim,374.0,NE
58332,29,Sim,Não,Sim,2025.0,NE
58333,29,Sim,Sim,Sim,284.0,NE
58334,29,Sim,Sim,Sim,1576.0,NE
58335,29,Não,Sim,Não,400.0,NE
58336,29,Sim,Sim,Sim,280.0,NE
58337,29,Sim,Sim,Sim,157.0,NE
58338,29,Sim,Sim,Sim,824.0,NE
58340,29,Sim,Não,Sim,305.0,NE
58341,29,Sim,Não,Sim,100.0,NE
58342,29,Sim,Sim,Sim,788.0,NE
58343,29,Sim,Sim,Sim,61.0,NE
58346,29,Sim,Sim,Sim,788.0,NE
58347,29,Sim,Não,Sim,246.0,NE
58348,29,Sim,Sim,Sim,788.0,NE
58349,29,Sim,Sim,Sim,394.0,NE
58350,29,Sim,Sim,Sim,103.0,NE
58351,29,Sim,Sim,Sim,788.0,NE
58352,29,Sim,Sim,Sim,500.0,NE
58353,29,Sim,Sim,Sim,525.0,NE
58355,29,Sim,Sim,Sim,215.0,NE
58357,29,Não,Não,Sim,120.0,NE
58358,29,Não,Sim,Sim,788.0,NE
58359,29,Sim,Não,Sim,93.0,NE
58360,29,Sim,Não,Sim,262.0,NE
58361,29,Sim,Sim,Sim,365.0,NE
58362,29,Sim,Sim,Sim,150.0,NE
58363,29,Não,Sim,Sim,637.0,NE
58364,29,Sim,Sim,Sim,329.0,NE
58365,29,Sim,Sim,Sim,788.0,NE
58368,29,Sim,Sim,Sim,1500.0,NE
58369,29,Sim,Sim,Sim,662.0,NE
58370,29,Sim,Não,Sim,227.0,NE
58371,29,Sim,Sim,Sim,285.0,NE
58372,29,Não,Não,Não,788.0,NE
58373,29,Sim,Sim,Sim,327.0,NE
58377,29,Sim,Sim,Sim,452.0,NE
58378,29,Sim,Sim,Sim,500.0,NE
58379,29,Sim,Não,Sim,3800.0,NE
58380,29,Sim,Sim,Sim,496.0,NE
58383,29,Sim,Não,Sim,650.0,NE
58384,29,Sim,Não,Sim,242.0,NE
58385,29,Sim,Não,Sim,314.0,NE
58386,29,Não,Não,Sim,246.0,NE
58387,29,Sim,Não,Sim,644.0,NE
58388,29,Sim,Não,Sim,230.0,NE
58390,29,Sim,Não,Sim,150.0,NE
58391,29,Sim,Não,Sim,364.0,NE
58393,29,Sim,Não,Sim,161.0,NE
58395,29,Sim,Não,Não,139.0,NE
58396,29,Sim,Não,Sim,985.0,NE
58397,29,Sim,Sim,Sim,271.0,NE
58398,29,Sim,Não,Sim,195.0,NE
58399,29,Não,Sim,Sim,557.0,NE
58400,29,Não,Não,Sim,1588.0,NE
58402,29,Sim,Não,Sim,497.0,NE
58404,29,Sim,Sim,Sim,630.0,NE
58405,29,Sim,Sim,Sim,127.0,NE
58406,29,Sim,Não,Sim,525.0,NE
58407,29,Sim,Sim,Sim,450.0,NE
58408,29,Sim,Sim,Sim,502.0,NE
58409,29,Sim,Não,Sim,268.0,NE
58412,29,Sim,Não,Sim,590.0,NE
58413,29,Sim,Sim,Sim,257.0,NE
58415,29,Sim,Não,Sim,394.0,NE
58416,29,Sim,Sim,Sim,788.0,NE
58418,29,Sim,Sim,Sim,261.0,NE
58419,29,Sim,Não,Sim,800.0,NE
58421,29,Sim,Sim,Sim,252.0,NE
58422,29,Sim,Sim,Sim,476.0,NE
58423,29,Sim,Não,Sim,144.0,NE
58424,29,Sim,Sim,Sim,211.0,NE
58425,29,Sim,Sim,Sim,692.0,NE
58426,29,Sim,Não,Sim,429.0,NE
58427,29,Sim,Sim,Sim,297.0,NE
58428,29,Sim,Não,Sim,888.0,NE
58429,29,Sim,Não,Sim,150.0,NE
58430,29,Sim,Não,Sim,833.0,NE
58432,29,Sim,Sim,Sim,794.0,NE
58433,29,Sim,Sim,Sim,1576.0,NE
58434,29,Sim,Não,Não,1550.0,NE
58435,29,Sim,Sim,Sim,396.0,NE
58436,29,Sim,Sim,Sim,457.0,NE
58437,29,Sim,Não,Sim,1262.0,NE
58438,29,Sim,Sim,Sim,525.0,NE
58439,29,Sim,Não,Sim,600.0,NE
58441,29,Sim,Sim,Sim,4860.0,NE
58442,29,Sim,Sim,Sim,896.0,NE
58443,29,Não,Não,Sim,300.0,NE
58444,29,Sim,Sim,Sim,788.0,NE
58445,29,Sim,Sim,Sim,1244.0,NE
58446,29,Sim,Sim,Sim,350.0,NE
58447,29,Sim,Não,Sim,469.0,NE
58448,29,Sim,Sim,Sim,1000.0,NE
58449,29,Sim,Não,Sim,1217.0,NE
58450,29,Sim,Sim,Sim,2325.0,NE
58452,29,Sim,Não,Sim,1000.0,NE
58453,29,Sim,Sim,Sim,875.0,NE
58454,29,Sim,Não,Sim,301.0,NE
58455,29,Sim,Sim,Sim,487.0,NE
58456,29,Sim,Sim,Sim,1516.0,NE
58457,29,Sim,Não,Sim,130.0,NE
58460,29,Sim,Sim,Sim,595.0,NE
58464,29,Sim,Sim,Sim,48.0,NE
58465,29,Não,Sim,Sim,277.0,NE
58466,29,Sim,Não,Sim,197.0,NE
58468,29,Sim,Não,Sim,1000.0,NE
58470,29,Sim,Sim,Sim,214.0,NE
58471,29,Sim,Sim,Sim,313.0,NE
58472,29,Sim,Não,Sim,804.0,NE
58473,29,Sim,Sim,Sim,437.0,NE
58474,29,Sim,Sim,Sim,417.0,NE
58475,29,Sim,Sim,Sim,962.0,NE
58476,29,Sim,Sim,Sim,262.0,NE
58478,29,Sim,Não,Sim,232.0,NE
58481,29,Sim,Sim,Sim,102.0,NE
58482,29,Sim,Sim,Sim,416.0,NE
58483,29,Não,Sim,Sim,788.0,NE
58485,29,Sim,Sim,Sim,265.0,NE
58486,29,Sim,Sim,Sim,176.0,NE
58487,29,Sim,Sim,Sim,950.0,NE
58488,29,Não,Não,Sim,296.0,NE
58489,29,Sim,Sim,Sim,525.0,NE
58490,29,Sim,Sim,Sim,187.0,NE
58493,29,Sim,Sim,Sim,257.0,NE
58494,29,Sim,Sim,Sim,788.0,NE
58495,29,Sim,Sim,Sim,262.0,NE
58496,29,Sim,Sim,Sim,287.0,NE
58497,29,Sim,Sim,Sim,162.0,NE
58498,29,Sim,Não,Sim,950.0,NE
58499,29,Sim,Sim,Sim,163.0,NE
58500,29,Não,Não,Sim,788.0,NE
58501,29,Sim,Sim,Sim,184.0,NE
58504,29,Não,Não,Sim,16.0,NE
58506,29,Não,Não,Sim,788.0,NE
58507,29,Sim,Não,Sim,114.0,NE
58508,29,Sim,Sim,Sim,140.0,NE
58509,29,Sim,Não,Sim,193.0,NE
58510,29,Sim,Sim,Sim,397.0,NE
58511,29,Sim,Sim,Sim,83.0,NE
58512,29,Não,Sim,Não,400.0,NE
58513,29,Sim,Sim,Não,800.0,NE
58514,29,Sim,Não,Sim,567.0,NE
58516,29,Sim,Não,Sim,139.0,NE
58518,29,Sim,Não,Sim,515.0,NE
58519,29,Sim,Sim,Sim,154.0,NE
58520,29,Sim,Não,Sim,212.0,NE
58522,29,Sim,Sim,Sim,163.0,NE
58524,29,Sim,Sim,Sim,263.0,NE
58525,29,Sim,Sim,Sim,182.0,NE
58526,29,Sim,Sim,Sim,408.0,NE
58527,29,Sim,Sim,Sim,988.0,NE
58528,29,Sim,Sim,Sim,456.0,NE
58529,29,Sim,Sim,Sim,468.0,NE
58530,29,Sim,Sim,Sim,326.0,NE
58532,29,Não,Não,Não,200.0,NE
58533,29,Sim,Sim,Sim,523.0,NE
58534,29,Sim,Não,Sim,73.0,NE
58536,29,Sim,Não,Sim,650.0,NE
58537,29,Sim,Não,Sim,792.0,NE
58538,29,Sim,Sim,Sim,265.0,NE
58539,29,Sim,Sim,Sim,209.0,NE
58540,29,Sim,Sim,Sim,1100.0,NE
58541,29,Não,Não,Sim,1576.0,NE
58542,29,Sim,Sim,Sim,2240.0,NE
58543,29,Sim,Sim,Sim,231.0,NE
58544,29,Não,Não,Sim,788.0,NE
58545,29,Sim,Sim,Sim,266.0,NE
58546,29,Sim,Sim,Sim,681.0,NE
58547,29,Sim,Sim,Sim,248.0,NE
58549,29,Sim,Sim,Sim,677.0,NE
58550,29,Sim,Sim,Não,344.0,NE
58551,29,Não,Sim,Não,838.0,NE
58554,29,Sim,Sim,Não,544.0,NE
58555,29,Sim,Sim,Sim,900.0,NE
58556,29,Sim,Sim,Sim,888.0,NE
58558,29,Sim,Sim,Sim,596.0,NE
58559,29,Sim,Não,Sim,394.0,NE
58560,29,Sim,Sim,Sim,2316.0,NE
58561,29,Sim,Sim,Sim,64.0,NE
58563,29,Sim,Sim,Sim,888.0,NE
58564,29,Sim,Não,Sim,80.0,NE
58565,29,Sim,Sim,Sim,74.0,NE
58566,29,Sim,Sim,Sim,625.0,NE
58567,29,Sim,Sim,Sim,62.0,NE
58568,29,Sim,Sim,Sim,739.0,NE
58569,29,Sim,Não,Sim,256.0,NE
58572,29,Sim,Sim,Sim,1566.0,NE
58574,29,Sim,Não,Sim,213.0,NE
58575,29,Sim,Não,Sim,313.0,NE
58576,29,Sim,Sim,Sim,36.0,NE
58578,29,Sim,Não,Sim,394.0,NE
58579,29,Não,Não,Sim,788.0,NE
58580,29,Sim,Sim,Sim,533.0,NE
58581,29,Sim,Sim,Sim,360.0,NE
58582,29,Sim,Sim,Sim,1550.0,NE
58583,29,Sim,Não,Sim,628.0,NE
58585,29,Sim,Sim,Sim,1288.0,NE
58586,29,Sim,Sim,Sim,133.0,NE
58589,29,Sim,Sim,Sim,788.0,NE
58590,29,Não,Sim,Não,200.0,NE
58591,29,Não,Sim,Sim,788.0,NE
58592,29,Não,Não,Não,77.0,NE
58593,29,Sim,Sim,Sim,44.0,NE
58594,29,Sim,Sim,Sim,42.0,NE
58596,29,Sim,Sim,Sim,525.0,NE
58598,29,Não,Sim,Não,788.0,NE
58601,29,Sim,Sim,Sim,788.0,NE
58602,29,Sim,Sim,Sim,197.0,NE
58603,29,Sim,Sim,Sim,300.0,NE
58604,29,Sim,Sim,Sim,154.0,NE
58607,29,Sim,Sim,Sim,788.0,NE
58608,29,Sim,Sim,Sim,1200.0,NE
58609,29,Sim,Sim,Sim,788.0,NE
58611,29,Sim,Sim,Sim,268.0,NE
58612,29,Sim,Não,Sim,394.0,NE
58613,29,Sim,Sim,Sim,308.0,NE
58614,29,Sim,Não,Sim,1576.0,NE
58615,29,Sim,Sim,Sim,810.0,NE
58617,29,Sim,Não,Não,262.0,NE
58618,29,Sim,Não,Sim,2394.0,NE
58619,29,Sim,Sim,Sim,1000.0,NE
58621,29,Sim,Não,Sim,502.0,NE
58622,29,Sim,Sim,Sim,797.0,NE
58623,29,Sim,Não,Sim,779.0,NE
58624,29,Sim,Não,Sim,18.0,NE
58625,29,Sim,Sim,Sim,27.0,NE
58626,29,Sim,Sim,Sim,262.0,NE
58627,29,Sim,Sim,Sim,260.0,NE
58628,29,Sim,Não,Sim,1576.0,NE
58629,29,Sim,Sim,Sim,56.0,NE
58630,29,Sim,Sim,Sim,43.0,NE
58631,29,Sim,Sim,Sim,486.0,NE
58632,29,Sim,Sim,Sim,88.0,NE
58633,29,Sim,Sim,Sim,87.0,NE
58635,29,Sim,Sim,Sim,2500.0,NE
58636,29,Sim,Não,Sim,50.0,NE
58637,29,Sim,Sim,Sim,262.0,NE
58638,29,Sim,Sim,Sim,480.0,NE
58639,29,Sim,Sim,Sim,444.0,NE
58641,29,Sim,Sim,Sim,1566.0,NE
58642,29,Sim,Sim,Sim,2546.0,NE
58643,29,Sim,Não,Sim,394.0,NE
58644,29,Sim,Sim,Sim,4175.0,NE
58645,29,Sim,Sim,Sim,2576.0,NE
58646,29,Sim,Sim,Sim,961.0,NE
58647,29,Sim,Sim,Sim,434.0,NE
58649,29,Sim,Não,Sim,525.0,NE
58651,29,Sim,Não,Sim,394.0,NE
58655,29,Sim,Sim,Sim,214.0,NE
58656,29,Sim,Sim,Sim,4900.0,NE
58657,29,Sim,Sim,Sim,138.0,NE
58658,29,Sim,Sim,Sim,547.0,NE
58659,29,Sim,Sim,Sim,1020.0,NE
58666,29,Sim,Sim,Sim,182.0,NE
58667,29,Sim,Não,Sim,133.0,NE
58668,29,Sim,Sim,Sim,625.0,NE
58670,29,Sim,Sim,Sim,894.0,NE
58671,29,Sim,Não,Sim,146.0,NE
58672,29,Sim,Sim,Sim,900.0,NE
58673,29,Sim,Não,Sim,216.0,NE
58674,29,Sim,Sim,Sim,318.0,NE
58675,29,Sim,Sim,Sim,242.0,NE
58676,29,Sim,Não,Sim,262.0,NE
58677,29,Sim,Sim,Sim,233.0,NE
58678,29,Sim,Sim,Sim,2000.0,NE
58679,29,Sim,Sim,Sim,788.0,NE
58680,29,Sim,Sim,Sim,195.0,NE
58681,29,Sim,Sim,Sim,2700.0,NE
58682,29,Sim,Não,Sim,222.0,NE
58683,29,Sim,Não,Sim,900.0,NE
58684,29,Sim,Não,Sim,251.0,NE
58685,29,Sim,Sim,Sim,69.0,NE
58687,29,Sim,Sim,Sim,140.0,NE
58688,29,Sim,Não,Sim,190.0,NE
58690,29,Sim,Não,Sim,150.0,NE
58691,29,Sim,Não,Sim,3500.0,NE
58693,29,Sim,Não,Sim,611.0,NE
58694,29,Sim,Não,Sim,844.0,NE
58695,29,Sim,Sim,Sim,835.0,NE
58697,29,Sim,Sim,Sim,207.0,NE
58698,29,Não,Sim,Sim,10000.0,NE
58700,29,Sim,Não,Sim,866.0,NE
58702,29,Sim,Não,Sim,1400.0,NE
